task_description,task_category,task_required_skill,employer_id,employer_skill,match
"This task involves improving a mobile development app. Skills needed: FLUTTER ,  KOTLIN,  r3act nativ3 .",Mobile Development,"FLUTTER ,  KOTLIN,  r3act nativ3 ",0ecdf560-8f04-b8fb-6894-0ee5a1451aef,"scikit-learn, c++, j@v@Script, kub3rn3t3s",0
"This task involv3s t3sting a mobil3 d3v3lopm3nt app. Skills n33d3d:  JAVA , r3act nativ3, Swift,   kotlin .",Mobile Development," JAVA , react native, Swift,   kotlin ",ae806ef3-fb88-0a63-b941-405d6172fd37,"FIR3WALLS, javaScript, scikit-learn,  Css ",0
" THIS TASK INVOLVES DESIGNING A CYBERSECURITY APP. SKILLS NEEDED: NETWORKING, SIEM. ", CYBERSECURITY ,"networking, SIEM",b0cfcded-0d2a-6e43-14e8-ec3bf47e3b8d," c++ , RE@CT N@TIVE, Swift, kubernetes,  SIEM ",0
"This task involves improving a game development app. Skills needed: C#, blender,  Unity .",GAME DEVELOPMENT,"C#, blender,  Unity ",8bafc2fb-36a3-5c28-4dae-3340c46b1e8a,"scikit-learn, EncryptioN,  html , SIEM",0
" This t@sk involves designing @ g@me development @pp. Skills needed: Unity, C#. ",G@m3 D3v3lopm3nt,"Unity, C#",fea56e1c-02fe-8afc-6cf4-4622a6fc72a6,"javaScript, r3act, C#",0
"This t@sk involves testing @ cybersecurity @pp. Skills needed:  firew@lls , EncryptioN,  penetr@tion testing,  SIEM .",Cyb3rs3curity," firew@lls , EncryptioN,  penetration testing,  SIEM ",3a68de0c-f6be-487d-119e-202161f79967,"sql, react, NUMPY, docker",0
" This task involv3s d3v3loping a mobil3 d3v3lopm3nt app. Skills n33d3d:  REACT NATIVE , Java. ",MOBILE DEVELOPMENT," REACT NATIVE , Java",fc97b4a7-59ba-c999-8715-a563aa137954,"BL3ND3R,  html , react native,  Swift ",0
"THIS TASK INVOLV3S IMPROVING A MOBIL3 D3V3LOPM3NT APP. SKILLS N33D3D:  J@V@ , R3ACT NATIV3.",Mobil3 D3v3lopm3nt," J@V@ , r3act nativ3",d37de1aa-75bb-e78c-109d-d7e95efaaeb8,"p@nd@s, EncryptioN, Unr3@l Engin3",0
"THIS TASK INVOLV3S D3V3LOPING A CYB3RS3CURITY APP. SKILLS N33D3D: FIR3WALLS, N3TWORKING, ENCRYPTION, SIEM.",Cyb3rs3curity,"firewalls, networking, EncryptioN, SIEM",7178e40a-8f1f-fc9c-751f-216c1d9c97dd,"react native,   kotlin , CSS, @ws ",0
"This t@sk involv3s t3sting @ d@t@ sci3nc3 @pp. Skills n33d3d:  NumPy , sql.",D@t@ Science," NumPy , sql",748dc367-cc84-ab45-e39c-25c69372ffae,"Unity, SWIFT, NODE.JS,  PANDAS ",0
"This task involves designing a data science app. Skills needed:  PYTHON , PANDAS.", DATA SCIENCE ," PYTHON , PANDAS",42324b4c-3a9e-9476-e99c-8acaf0f11802,"ENCRYPTION,  terraform,  PENETR@TION TESTING,  Flutter  ",0
"THIS TASK INVOLVES IMPROVING A WEB DEVELOPMENT APP. SKILLS NEEDED:  CSS , J@V@SCRIPT, RE@CT.", Web Development ," Css , j@v@Script, re@ct",7119fc9d-6d0c-0706-578a-d8fc71dc1557,"FIR3WALLS, c++,  n3tworking ",0
"This t@sk involves developing @ g@me development @pp. Skills needed: UNITY, BLENDER, Unre@l Engine.",Game Development,"UNITY, BLENDER, Unreal Engine",a27c223d-d67b-5d8b-6118-ddae96f475a5,"DOCKER, r3act nativ3, @ws ,  CI/CD , networking",0
"This task involves improving a web development app. Skills needed:  J@V@SCRIPT ,  Css .", Web Development ," J@V@SCRIPT ,  Css ",1ed4305e-4677-3c62-3a8d-a0129ba4c4e9," RE@CT , NUMPY, python, javaScript, firew@lls",0
"THIS TASK INVOLVES DESIGNING A DATA SCIENCE APP. SKILLS NEEDED:  SQL ,  NUMPY .",D@t@ Science," SQL ,  NumPy ",2e24c386-36f9-e6db-60b5-1088b7337f23,"docker, PYTHON, r3act nativ3",0
"This task involves testing a data science app. Skills needed: scikit-learn, NUMPY, sql, pandas.",Data Sci3nc3,"scikit-learn, NUMPY, sql, pandas",f4c6f808-f8dc-c284-d20b-e67b3ddde3f8," javaScript , CSS, SIEM, FIR3WALLS,  TERRAFORM",0
"This task involves testing a data science app. Skills needed: python,  NumPy .",DATA SCIENCE,"python,  NumPy ",9583762a-9166-c055-1c1e-54d3f091ef2e," t3rraform,  kotlin, firew@lls",0
" THIS TASK INVOLVES DESIGNING A GAME DEVELOPMENT APP. SKILLS NEEDED: C++, BLENDER, UNITY. ",Game Development,"c++, blender, UNITY",de00247d-9932-d3e4-9d98-326a8ce833ff,"blender, @ws , Java,  terraform,  CI/CD ",0
"THIS T@SK INVOLVES DESIGNING @ MOBILE DEVELOPMENT @PP. SKILLS NEEDED: RE@CT N@TIVE, J@V@.",MOBILE DEVELOPMENT,"re@ct n@tive, J@V@",0c039936-e7f4-9701-a841-621cdf81b66b,"FIREWALLS, Unity,  NUMPY ,  FLUTTER  ",0
"This task involves designing a devops app. Skills needed: DOCK3R, AWS .",D3vOps,"DOCK3R, AWS ",d8e8f3b1-4034-7315-ebb8-27421726d25f,"CI/CD,  Css ,  j@v@Script , NumPy",0
" This task involves developing a game development app. Skills needed: Unreal Engine, BLENDER, C#. ", Game Development ,"Unreal Engine, BLENDER, C#",131a28f6-e002-430e-4094-6ac7a8813346,"  kotlin , UNITY, networking",0
"This t@sk involves designing @ devops @pp. Skills needed:  T3RR@FORM, @ws , CI/CD.",DevOps," T3RR@FORM, aws , CI/CD",fcc65ab5-3970-f640-92d4-64e8291979da,"c++,   PENETRATION TESTING ,  Css , J@V@SCRIPT",0
"This t@sk involves testing @ d@t@ science @pp. Skills needed: scikit-le@rn, p@nd@s.",D@t@ Science,"scikit-learn, p@nd@s",020834dd-8740-1d33-72be-924004444070,"aws ,  Unity , PYTHON, NumPy",0
" This task involves testing a mobile development app. Skills needed: Swift, Flutter , Java,  kotlin. ",MOBILE DEVELOPMENT,"Swift, Flutter , Java,  kotlin",a213b925-e5d5-3ac2-3b13-ee3fe45cc1d5,"SIEM, react native, html",0
"This t@sk involves developing @ d@t@ science @pp. Skills needed: NumPy, sql,  python ,  scikit-l3@rn .", DATA SCIENCE ,"NumPy, sql,  python ,  scikit-l3arn ",05204571-6a2c-bb21-aafb-2b2a986d3517,"blender, c++, sql",0
"This t@sk involves testing @ devops @pp. Skills needed:  TERRAFORM, DOCK3R, kub3rn3t3s.",DevOps," TERRAFORM, DOCK3R, kub3rn3t3s",9bedd3fe-7a5c-3152-5713-ab49a7ae1df5,"networking,  FLUTTER  , Java,  p3n3tr@tion t3sting",0
"This task involves developing a data science app. Skills needed: sql, NumPy, python, scikit-le@rn.",DATA SCIENCE,"sql, NumPy, python, scikit-le@rn",9698f592-2b05-6b02-4ec2-f360d33d0150,"aws , BLENDER,  pandas , scikit-le@rn, docker",0
"THIS TASK INVOLVES DEVELOPING A MOBILE DEVELOPMENT APP. SKILLS NEEDED:  KOTLIN, FLUTTER ,  JAVA .",Mobile Development," KOTLIN, Flutter ,  Java ",05c9be8a-6dc7-742a-3fee-a3e96d169bc8,"docker,  penetration testing, CI/CD, kubernetes",0
"THIS TASK INVOLV3S D3V3LOPING A CYB3RS3CURITY APP. SKILLS N33D3D: SIEM, N3TWORKING.", CYBERSECURITY ,"SIEM, n3tworking",a3baec06-dcc4-7eb0-f053-d9a178204548,"Unity, NETWORKING,  SIEM ",1
"This task involv3s d3signing a d3vops app. Skills n33d3d: dock3r,  t3rraform, kub3rn3t3s.",D3vOps,"dock3r,  terraform, kubernetes",2571280f-b683-f5ef-c89e-3a388e764a6f,"C#, NUMPY,  javaScript , aws ",0
" This task involves developing a devops app. Skills needed:  t3rr@form,  @ws  , kubernetes. ",DevOps," t3rr@form,  @ws  , kubernetes",6191e2cd-98b1-f809-bd43-29eed6138a38," html , J@v@, CI/CD",0
"This task involv3s t3sting a mobil3 d3v3lopm3nt app. Skills n33d3d: J@v@, R3ACT NATIV3.",Mobil3 D3v3lopm3nt,"J@v@, R3ACT NATIV3",5079bdd5-b4a0-9d45-f92d-9030dd6178ce," kotlin, firewalls, SCIKIT-LEARN",0
" THIS TASK INVOLVES IMPROVING A GAME DEVELOPMENT APP. SKILLS NEEDED: UNR3AL ENGIN3, BLENDER, C++. ",Gam3 D3v3lopm3nt,"UNR3AL ENGIN3, BLENDER, c++",e6056358-df5c-b123-1d27-e1e74d711f15," Unreal Engine , Swift,  Flutter  , aws ,  C# ",0
" This task involves improving a web development app. Skills needed: j@v@Script, Css, NOD3.JS, HTML. ",Web Development,"j@v@Script, Css, NOD3.JS, HTML",1e13d5c8-3c7c-447a-377d-231af5dc9f75,"c++,  PANDAS , bl3nd3r, Flutt3r ,   kotlin ",0
"This t@sk involv3s t3sting @ mobil3 d3v3lopm3nt @pp. Skills n33d3d: SWIFT, r3@ct n@tiv3.",Mobile Development,"SWIFT, re@ct n@tive",3f60ec9b-7765-67f8-8bae-fdb3bcc7bf01,"J@V@SCRIPT, SQL, react native, JAVA, EncryptioN",0
"THIS T@SK INVOLVES IMPROVING @ D@T@ SCIENCE @PP. SKILLS NEEDED: PYTHON, SQL, NUMPY,  SCIKIT-LE@RN .",D@t@ Science,"PYTHON, SQL, NUMPY,  scikit-learn ",ccbe71da-b2db-1612-aad6-b11c526c9d99," R3@CT ,  SIEM , PANDAS, kubernetes,  SWIFT ",0
"This t@sk involves improving @ devops @pp. Skills needed: @ws , CI/CD,  docker ,  terr@form.",DevOps,"aws , CI/CD,  docker ,  terraform",1fa1a342-b8b2-2db5-c71f-8fe3387b82d7," J@V@SCRIPT , REACT NATIVE,  kotlin, c++",0
"This task involves developing a web development app. Skills needed: JAVASCRIPT,  Css ,  react .",Web Development,"JAVASCRIPT,  Css ,  react ",da76a969-fc7f-5445-5050-572a21b55faa,"node.Js, NumPy, networking",0
"This task involves designing a data science app. Skills needed: python, NumPy, PANDAS, scikit-learn.", Data Science ,"python, NumPy, PANDAS, scikit-learn",221498f8-ee86-0f50-1c6b-ac43e8d69574," Unity , BLENDER, c++",0
"This task involves improving a data science app. Skills needed: pandas,  sql ,  scikit-learn , python.",D@t@ Science,"pandas,  sql ,  scikit-learn , python",8b299fc3-4556-630e-4e86-1751ad19ce37," AWS  ,  EncryptioN , Swift",0
"THIS TASK INVOLVES IMPROVING A WEB DEVELOPMENT APP. SKILLS NEEDED: J@V@SCRIPT, CSS, HTML, RE@CT.",W3b D3v3lopm3nt,"J@V@SCRIPT, Css, HTML, re@ct",25965adf-0d45-5ffd-893d-54aa198d6225," networking , Flutt3r , c++",0
"THIS TASK INVOLV3S D3SIGNING A CYB3RS3CURITY APP. SKILLS N33D3D:  P3N3TRATION T3STING, SIEM, ENCRYPTION,  FIREWALLS .", Cybersecurity ," penetration testing, SIEM, EncryptioN,  FIREWALLS ",5c1e89ac-c775-a1b5-fb51-c3da38ee62dd,"CSS, CI/CD, EncryptioN, JAVA,  react ",0
"This task involv3s improving a mobil3 d3v3lopm3nt app. Skills n33d3d: Flutt3r , r3act nativ3, Swift, Java.",MOBIL3 D3V3LOPM3NT,"Flutt3r , r3act nativ3, Swift, Java",5dbfb6af-c378-613a-5cc6-3142102bcc44," KOTLIN, sql,  html , react",0
"This t@sk involves developing @ cybersecurity @pp. Skills needed: networking,  PENETRATION TESTING.",CYBERSECURITY,"networking,  PENETRATION TESTING",f4ae4281-1968-0db6-ebc8-238871844f59," react , blender, SWIFT, Unr3al Engin3,  python ",0
"THIS T@SK INVOLVES DEVELOPING @ D@T@ SCIENCE @PP. SKILLS NEEDED: SQL, NUMPY, P@ND@S.",D@T@ SCIENCE,"sql, NumPy, P@ND@S",48bb2446-4469-8288-740a-90ff93a27b86,"react native, JAVA, c++",0
" THIS TASK INVOLVES TESTING A MOBILE DEVELOPMENT APP. SKILLS NEEDED: JAVA, SWIFT. ", Mobile Development ,"Java, SWIFT",fe12246e-ba38-7571-9301-aa8608ad109a," KUB3RN3T3S ,  SIEM , CI/CD, NumPy,  CSS ",0
"This task involv3s d3signing a mobil3 d3v3lopm3nt app. Skills n33d3d: REACT NATIVE, Flutt3r , SWIFT, Java.",Mobil3 D3v3lopm3nt,"REACT NATIVE, Flutt3r , SWIFT, Java",14c1fdc0-aff0-fff0-0821-5d17b860c407,"r3act, DOCKER, Java, html",0
" THIS TASK INVOLVES TESTING A CYBERSECURITY APP. SKILLS NEEDED: SIEM, FIR3WALLS,  NETWORKING ,  ENCRYPTION . ", CYBERSECURITY ,"SIEM, FIR3WALLS,  networking ,  EncryptioN ",d43cd9c2-a3af-2dec-6bc6-d48a5eef39a3," TERRAFORM, NUMPY, blender",0
"This task involves developing a cybersecurity app. Skills needed:  penetration testing, firewalls.",Cyb3rs3curity," penetration testing, firewalls",03a41f20-18a1-d9c7-ed6a-94c43b89d1c1," UNR3@L ENGIN3 ,  blender , J@v@,  @ws  ",0
"This task involves improving a mobile development app. Skills needed: SWIFT,  kotlin, REACT NATIVE.",Mobil3 D3v3lopm3nt,"SWIFT,  kotlin, REACT NATIVE",c0a55fb1-00e1-ea51-7473-90e22121efbc," P3N3TRATION T3STING, SWIFT, SIEM,  JAVA , @ws ",0
"This task involv3s d3signing a cyb3rs3curity app. Skills n33d3d:  p3n3tration t3sting, fir3walls.",CYBERSECURITY," p3n3tration t3sting, firewalls",3453e379-c7d7-c120-e1a5-4d41d98522a5," PENETRATION TESTING,  re@ct n@tive , Css",0
"This task involves improving a cybersecurity app. Skills needed:  fir3walls , EncryptioN.",CYB3RS3CURITY," fir3walls , EncryptioN",8e1f01e2-c5ab-8f44-63b1-33924943a331,"PYTHON,   penetration testing ,  CI/CD ",0
"This t@sk involv3s improving @ g@m3 d3v3lopm3nt @pp. Skills n33d3d: c++, Unr3@l Engin3.", G@M3 D3V3LOPM3NT ,"c++, Unre@l Engine",c8a4351f-afc4-4e27-3fd3-0403b86ba7e5,"FIREWALLS, react native, SQL,  PENETRATION TESTING, NumPy",0
"This t@sk involves developing @ web development @pp. Skills needed: node.Js,  j@v@Script , HTML.",W3b D3v3lopm3nt,"node.Js,  javaScript , HTML",95add1b2-665d-1ca0-7191-53c635ae68d7,"NUMPY, EncryptioN, pandas",0
"THIS TASK INVOLVES DEVELOPING A DATA SCIENCE APP. SKILLS NEEDED: SQL, SCIKIT-LEARN, PYTHON, NUMPY.",DATA SCIENCE,"SQL, scikit-learn, PYTHON, NumPy",5c46f341-4551-8f49-7746-4cd4ff4af6ea,"node.Js, j@v@Script,   penetr@tion testing , NETWORKING",0
" This task involves developing a cybersecurity app. Skills needed: SIEM,  networking . ",Cyb3rs3curity,"SIEM,  networking ",162ea575-9ffb-4ace-bae4-9496eafcc4e3,"ENCRYPTION, C#, Swift, kub3rn3t3s,  sql ",0
"This task involves testing a cybersecurity app. Skills needed: SIEM, firewalls,  penetr@tion testing.",Cybersecurity,"SIEM, firewalls,  penetr@tion testing",433dadac-e290-d9c7-7a86-a1e34be97b08,"C#, Flutt3r ,  EncryptioN ,  node.Js , DOCK3R",0
"This task involves developing a data science app. Skills needed: sql, python, SCIKIT-LE@RN,  pandas .",D@t@ Science,"sql, python, SCIKIT-LE@RN,  pandas ",6b415f0d-0fd4-b76d-7164-481875ae9cac,"scikit-l3arn, AWS , DOCKER, python,  JAVA ",1
" THIS TASK INVOLVES IMPROVING A DATA SCIENCE APP. SKILLS NEEDED: NUMPY, SQL. ",Data Science,"NUMPY, sql",1f738c81-5566-5f2a-df28-49e19a1fe7ce,"UNITY, html, SIEM, Css,  scikit-learn ",0
" THIS T@SK INVOLVES DESIGNING @ WEB DEVELOPMENT @PP. SKILLS NEEDED: RE@CT,  HTML . ",WEB DEVELOPMENT,"react,  html ",f09105a0-02a0-18aa-cbec-4b6873fee896,"react native, Unity, p@nd@s",0
"This task involv3s d3signing a gam3 d3v3lopm3nt app. Skills n33d3d:  C# , C++, Unr3al Engin3.",G@me Development," C# , C++, Unreal Engine",15600d70-f284-1f5a-49f4-0dd7186c6cc2,"C#,  Flutter  , re@ct, J@v@",0
"This t@sk involves testing @ g@me development @pp. Skills needed: c++,  Unr3@l Engin3 .",GAME DEVELOPMENT,"c++,  Unr3@l Engin3 ",51cd0468-1b66-4dac-f3e4-0a75acb8a5d5," FLUTTER  , kubernetes, python",0
"This task involves designing a cybersecurity app. Skills needed:  p3n3tr@tion t3sting, EncryptioN, n3tworking.", Cyb3rs3curity ," p3n3tr@tion t3sting, EncryptioN, n3tworking",f1cb88a8-7b71-97f3-5a12-b1b2692a1136," re@ct n@tive ,  AWS  , C#, PYTHON, FLUTTER ",0
"THIS TASK INVOLVES IMPROVING A DATA SCIENCE APP. SKILLS NEEDED: PYTHON, SCIKIT-LEARN.",Data Sci3nc3,"PYTHON, SCIKIT-LEARN",a4c83129-38f4-be27-870a-dd7d4cdb8499,"UNRE@L ENGINE, Css, EncryptioN, NumPy",0
"This task involves improving a mobile development app. Skills needed:   KOTLIN ,  Swift .",MOBILE DEVELOPMENT,"  KOTLIN ,  Swift ",57660a4c-6b66-ee67-6302-2441ec29703f,"J@V@SCRIPT, UNREAL ENGINE, FIR3W@LLS,   PENETR@TION TESTING , docker",0
" THIS T@SK INVOLVES IMPROVING @ D@T@ SCIENCE @PP. SKILLS NEEDED: NUMPY, SCIKIT-L3ARN,  P@ND@S . ", D@t@ Science ,"NumPy, SCIKIT-L3ARN,  p@nd@s ",5c0ba0f9-ae63-cc66-7d08-0bd2bb713b27," t3rraform, re@ct, UNITY, DOCK3R, Swift",0
" This task involv3s d3v3loping a gam3 d3v3lopm3nt app. Skills n33d3d:  UNITY , Unr3@l Engin3, bl3nd3r. ", GAM3 D3V3LOPM3NT ," UNITY , Unr3@l Engin3, blender",64826f68-797f-3f9a-b328-4955e0531763,"Flutt3r , CI/CD, SWIFT, C++",0
"This t@sk involves developing @ mobile development @pp. Skills needed: r3@ct n@tiv3,  kotlin,  Swift , Flutter .", MOBILE DEVELOPMENT ,"r3act nativ3,  kotlin,  Swift , Flutter ",11370483-86aa-0c10-14d4-a2a43bb43f19,"ENCRYPTION, kubernetes, BLENDER, NUMPY",0
"THIS T@SK INVOLVES IMPROVING @ MOBILE DEVELOPMENT @PP. SKILLS NEEDED: J@V@, RE@CT N@TIVE.",Mobile Development,"Java, RE@CT N@TIVE",c140a14a-2580-c76b-2ef7-a0cedf69908c," TERRAFORM, c++, PYTHON",0
"This t@sk involves improving @ mobile development @pp. Skills needed: J@V@, FLUTT3R ,  KOTLIN.",MOBIL3 D3V3LOPM3NT,"J@V@, FLUTT3R ,  KOTLIN",0f7c3ce5-ea1e-b2a4-0f98-fb5e60270452,"scikit-learn, kubernetes, NODE.JS, C#, dock3r",0
"This task involv3s improving a w3b d3v3lopm3nt app. Skills n33d3d:  javaScript , nod3.Js, r3act, html.", W3b D3v3lopm3nt ," javaScript , nod3.Js, r3act, html",f81e4726-e419-129a-5578-d67296680ccf,"javaScript, EncryptioN, KUB3RN3T3S,  blender , JAVA",0
"THIS TASK INVOLV3S IMPROVING A GAM3 D3V3LOPM3NT APP. SKILLS N33D3D: BL3ND3R, C#,  UNITY , UNR3AL ENGIN3.",Game Development,"blender, C#,  Unity , Unreal Engine",2ffec8df-1776-65db-6c94-a3e9cd8b50f2,"html, kubernetes, Unity, C#, Swift",1
"This task involv3s improving a gam3 d3v3lopm3nt app. Skills n33d3d: C#, Unr3al Engin3, Unity.", Gam3 D3v3lopm3nt ,"C#, Unreal Engine, Unity",40f94bfa-1b73-b730-65a6-5726e3945ba5," firewalls ,  Unity , CSS,  scikit-le@rn , EncryptioN",0
"THIS T@SK INVOLVES TESTING @ CYBERSECURITY @PP. SKILLS NEEDED:  SIEM , FIR3W@LLS,  PENETR@TION TESTING.",Cyb3rs3curity," SIEM , fir3walls,  penetr@tion testing",ad276a41-f172-9396-8026-cbc32342e0e1,"SIEM, blender, JAVA",0
"THIS T@SK INVOLVES DESIGNING @ D@T@ SCIENCE @PP. SKILLS NEEDED:  PYTHON , SCIKIT-L3@RN, NUMPY.",Data Science," python , scikit-l3@rn, NumPy",424ac366-d6d8-ce91-c1e8-13d4569185cc,"kubernetes, docker, SIEM, Flutter ,  kotlin",0
"This task involves testing a web development app. Skills needed:  re@ct , javaScript, html.", W3b D3v3lopm3nt ," re@ct , javaScript, html",5c698546-b5cd-baf8-4fb6-eca0c6c921c3," KUBERNETES , FIR3W@LLS, react, C#, aws ",0
"THIS TASK INVOLVES TESTING A DEVOPS APP. SKILLS NEEDED: AWS , KUBERNETES, CI/CD.",DevOps,"AWS , KUBERNETES, CI/CD",a5a67446-97e0-5e34-9e75-cc2cf0147b3d,"aws , networking, scikit-learn, Unity",0
"This task involves designing a game development app. Skills needed: UNITY, C#,  c++ ,  Unreal Engine .",Game Development,"UNITY, C#,  c++ ,  Unreal Engine ",ae25d309-51a8-29c3-167d-c98e96f4cb75," ENCRYPTION , scikit-learn, bl3nd3r, PYTHON, FLUTTER ",0
"This t@sk involv3s d3v3loping @ mobil3 d3v3lopm3nt @pp. Skills n33d3d: Flutt3r , r3@ct n@tiv3.",Mobile Development,"Flutter , react native",a125e7ec-22ea-253a-9fd9-5ad4612e56ea,"j@v@Script, Swift, bl3nd3r, C#",0
"This task involves improving a devops app. Skills needed:  CI/CD , docker,   terr@form .",DevOps," CI/CD , docker,   terr@form ",a67704a0-5fc1-b4df-114e-a7d7f672adde,"CI/CD, R3ACT, ENCRYPTION, Swift",0
"This t@sk involv3s d3v3loping @ w3b d3v3lopm3nt @pp. Skills n33d3d: r3@ct, Css.",W3b D3v3lopm3nt,"re@ct, Css",5dcb2f44-fabe-2d44-a685-3742aaddbd9c,"scikit-l3arn, CI/CD, PYTHON",0
"THIS T@SK INVOLVES TESTING @ G@ME DEVELOPMENT @PP. SKILLS NEEDED: UNRE@L ENGINE, C#,  C++ .",GAME DEVELOPMENT,"Unreal Engine, C#,  c++ ",f0f300aa-d50d-51eb-68ed-a36a99a86fa3,"  PENETRATION TESTING ,  FIREWALLS ,  t3rr@form,  Flutt3r  , blender",0
"THIS TASK INVOLV3S T3STING A W3B D3V3LOPM3NT APP. SKILLS N33D3D: JAVASCRIPT, NOD3.JS, HTML.",Web Development,"JAVASCRIPT, NOD3.JS, html",f39c22e5-917d-b035-2ed9-d7d87b5793b5," PENETRATION TESTING, r3act, docker, EncryptioN, KUB3RN3T3S",0
" This task involves developing a mobile development app. Skills needed: Java,  FLUTT3R  ,  REACT NATIVE ,  kotlin. ",MOBIL3 D3V3LOPM3NT,"Java,  FLUTT3R  ,  REACT NATIVE ,  kotlin",0ae7b912-dc85-5896-7de6-190d9a4e78e2,"C#, JAVA, Unr3al Engin3,  CSS ",0
"THIS TASK INVOLV3S T3STING A D3VOPS APP. SKILLS N33D3D: AWS , KUB3RN3T3S,  TERRAFORM, DOCKER.",DEVOPS,"AWS , kubernetes,  TERRAFORM, DOCKER",534b6ea3-bdf9-6a06-4a4e-8f7e8d229478,"EncryptioN, C++, firewalls,  networking ",0
"This t@sk involves improving @ devops @pp. Skills needed: dock3r,  t3rr@form, AWS .",DevOps,"dock3r,  t3rraform, AWS ",6042b474-cf61-3059-de93-299dafacae6f,"Java,  react native ,  kotlin",0
"This t@sk involv3s d3v3loping @ d3vops @pp. Skills n33d3d: CI/CD, @ws , DOCKER,   t3rr@form .",D3vOps,"CI/CD, aws , DOCKER,   terraform ",d7fd81d5-5958-1bcb-4301-21b71cfde5c9,"Flutt3r , C#, firewalls",0
" This task involves developing a data science app. Skills needed: python, pandas, SQL,  SCIKIT-LE@RN . ", D@t@ Science ,"python, pandas, SQL,  SCIKIT-LE@RN ",e2fc003a-9d67-b6a5-b3c0-d33740af4bf3," blender , REACT NATIVE,  kotlin,  PENETR@TION TESTING",0
"This task involv3s improving a data sci3nc3 app. Skills n33d3d: PYTHON, SQL.",D@t@ Sci3nc3,"PYTHON, SQL",38bc9c89-5cc7-00d4-c923-949ee38c2835,"PYTHON, Unre@l Engine, c++, EncryptioN, CI/CD",0
"This task involves testing a game development app. Skills needed: C++, BLENDER,  C# .",G@m3 D3v3lopm3nt,"C++, BLENDER,  C# ",3d0d0d35-17f2-c5cc-6abd-44011ea813a2,"python, SQL, blender, SIEM",0
"This task involv3s d3v3loping a cyb3rs3curity app. Skills n33d3d: NETWORKING,  FIREWALLS ,  p3n3tration t3sting,  EncryptioN .",Cybersecurity,"NETWORKING,  FIREWALLS ,  penetration testing,  EncryptioN ",69bf8910-7e82-8df2-c86c-093099097bc6,"NODE.JS,  Java , CI/CD, HTML",0
" This task involves developing a devops app. Skills needed: kubernetes, dock3r. ",DevOps,"kubernetes, dock3r",043d741d-7a80-2542-364d-e907ed829346,"RE@CT N@TIVE,  firew@lls , c++",0
"This task involves improving a devops app. Skills needed: kubernetes,   t3rr@form .", DevOps ,"kubernetes,   t3rr@form ",e214900e-b89f-a888-62ed-13a1ca15125d,"ENCRYPTION,  Unreal Engine ,  P3N3TRATION T3STING, bl3nd3r, node.Js",0
" THIS T@SK INVOLVES TESTING @ DEVOPS @PP. SKILLS NEEDED:  DOCKER , @WS . ", D3vOps ," DOCKER , @WS ",c29acbbc-1f65-69a1-75d7-ae2f9f5241b4,"kubernetes, Swift, networking, DOCKER,  r3act nativ3 ",0
"THIS TASK INVOLV3S IMPROVING A DATA SCI3NC3 APP. SKILLS N33D3D: PANDAS,  SQL ,  NUMPY .",DATA SCIENCE,"pandas,  sql ,  NumPy ",9cc405cd-fba8-f38d-e74d-cda8dcbf40a0,"C#, Unr3@l Engin3, python,  p3n3tr@tion t3sting, Css",0
" THIS TASK INVOLVES DEVELOPING A MOBILE DEVELOPMENT APP. SKILLS NEEDED:  KOTLIN, FLUTTER , SWIFT. ", MOBILE DEVELOPMENT ," kotlin, FLUTTER , Swift",19ea5415-081e-1020-8c62-afc0dc4f3bf8,"firew@lls, r3act nativ3, C++",0
"This task involves improving a cybersecurity app. Skills needed:  SIEM , networking,  PENETR@TION TESTING, firew@lls.",Cyb3rs3curity," SIEM , networking,  PENETR@TION TESTING, firew@lls",c49cfe97-c319-4ee9-53e9-28aebbd660ef,"html,  P@ND@S , SIEM, python, ENCRYPTION",0
"This t@sk involves improving @ cybersecurity @pp. Skills needed: ENCRYPTION, FIREW@LLS.",Cybersecurity,"ENCRYPTION, FIREW@LLS",48c7b773-6e4a-4889-8b84-ac0184f5b7c3,"CSS,  fir3w@lls , scikit-le@rn",0
"This task involves testing a game development app. Skills needed: bl3nd3r, C#, Unity,  c++ .",G@me Development,"bl3nd3r, C#, Unity,  c++ ",01c2fd7c-7ea7-2725-10e1-a6b7fd0dadb0,"c++, html, UNITY, SIEM",1
"THIS TASK INVOLV3S D3V3LOPING A DATA SCI3NC3 APP. SKILLS N33D3D: P@ND@S,  PYTHON ,  SCIKIT-L3ARN .",D@T@ SCI3NC3,"p@nd@s,  python ,  scikit-learn ",83120eed-56f9-a875-b049-6a600846a3d3,"UNR3AL ENGIN3, scikit-l3arn,   TERRAFORM , Java",0
